Compound_Name,CAS_Number,SMILES,Dataset_Role,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR
Ethanal,75-07-0,CC=O,Benchmark,8.805555556,8.805555556,0.75,0.75,0.355007613,4.333333333,44.053,40.021,44.02621475,18,0.116405283,-0.30371527,0.30371527,0.116405283,2,2,2,16.12814585,10.96029404,1.240992307,-1.234884554,1.128696431,-1.358030367,5.439544345,-0.105610463,0.918295834,2.187496097,10.26466251,2.707106781,1.98559856,1.98559856,1.414213562,0.81305253,0.81305253,0.23570226,0.23570226,0,0,0,0,-0.33,2.754887502,2.67,1.67,1.67,19.26571524,4.794537184,6.286160523,0,0,0,0,0,0,0,0,0,6.9237372,0,0,4.794537184,6.286160523,0,0,0,6.9237372,0,0,0,0,0,0,0,6.286160523,4.794537184,0,6.9237372,0,0,0,17.07,0,0,0,0,6.286160523,6.9237372,0,0,0,4.794537184,0,0,8.805555556,0,0,0,0,0.75,1.444444444,0,0.5,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.2052,11.738
"α-Ethenyl-α,3,3-trimethyloxiranpropanol",15249-35-1,CC1(C(O1)CCC(C)(C=C)O)C,Benchmark,9.596459751,9.596459751,0.038938492,-0.734097222,0.51588792,30.83333333,170.252,152.108,170.1306798,70,0.089207647,-0.386101649,0.386101649,0.089207647,1.666666667,2.166666667,2.5,16.611909,9.961947903,2.470288129,-2.167275571,2.389122281,-2.209873896,4.983872224,0.096740491,2.557053075,2.236676448,182.2776008,9.405777394,8.131482768,8.131482768,5.372938668,4.410833444,4.410833444,4.309914838,4.309914838,2.516586645,2.516586645,1.264533629,1.264533629,-0.34,501.1824028,9.745763293,2.856854871,2.322905338,74.23607485,9.843390349,0,0,0,0,0,0,0,0,6.578935684,6.076020107,33.61285484,0,17.30606801,9.843390349,0,0,0,0,50.91892285,0,12.65495579,0,0,0,0,0,22.4125954,4.736862954,0,33.61285484,12.65495579,0,0,32.76,5.601050811,5.106527395,5.601050811,6.103966388,12.84164325,0,12.99975731,0,20.42641008,4.736862954,5.398815193,0,0,9.596459751,-0.69515873,0,0,3.544305556,9.488911565,0,0.8,12,1,2,0,1,1,0,0,0,2,1,2,4,0,1,1,1,1.881,49.0068
"6,6-Dimethyl-2-methylenebicyclo[3.1.1]heptane",127-91-3,CC1(C2CCC(=C)C1C2)C,Benchmark,4.128726852,4.128726852,0.606481481,0.606481481,0.448982999,42.8,136.238,120.11,136.1252005,56,-0.014905782,-0.099560333,0.099560333,0.014905782,1.5,2.2,2.5,14.55393735,9.474523142,2.507483741,-2.572114961,2.601055543,-2.48297363,5.180720431,-0.027256165,1.868520927,2.231080813,174.4773318,7.353371151,6.983127663,6.983127663,4.621027034,4.297877056,4.297877056,4.503502173,4.503502173,3.777239609,3.777239609,2.73251515,2.73251515,-0.26,188.7206137,6.450201166,1.663742547,0.574462076,63.32246472,0,0,0,0,0,0,0,0,0,0,25.99951461,36.51326743,0,0,0,0,0,0,17.25080256,33.10993927,0,12.15204021,0,0,0,0,0,0,0,17.25080256,33.10993927,12.15204021,0,0,0,0,0,0,5.414990469,11.83581209,24.8355694,0,0,20.42641008,0,0,0,0,0,2.127314815,1.883564815,0,4.145763889,8.926689815,0,0.8,10,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,3,2.9987,43.752
"8,8-Dimethyl-2-methylene-6-oxabicyclo[3.2.1]octane",19901-96-3,CC1(C2CCC(=C)C1CO2)C,Benchmark,5.701712963,5.701712963,0.356481481,0.356481481,0.484145305,41.09090909,152.237,136.109,152.1201151,62,0.063548497,-0.376984235,0.376984235,0.063548497,1.545454545,2.272727273,2.909090909,16.49501739,9.673238074,2.474090365,-2.361506286,2.489981783,-2.343807372,5.145969353,0.052767991,2.147434969,2.306678183,193.0494581,8.060477932,7.391375954,7.391375954,5.121027034,4.414006161,4.414006161,4.392851763,4.392851763,3.412466934,3.412466934,2.456342402,2.456342402,-0.3,382.2434245,7.354540142,2.099553891,0.870736877,68.43600995,4.736862954,0,0,0,0,0,0,0,0,0,25.99951461,18.25663372,5.917906046,12.71084835,4.736862954,0,0,0,11.33289652,32.79308403,6.606881965,12.15204021,0,0,0,0,0,12.71084835,4.736862954,11.33289652,26.68911765,12.15204021,0,0,9.23,0,0,0,17.4368629,6.606881965,18.41474778,0,0,20.42641008,4.736862954,5.701712963,0,0,0,1.762731481,0.626157407,0,2.860347222,9.632384259,0,0.8,11,0,1,1,1,2,0,0,0,1,0,1,0,1,1,2,2,2.3776,45.385
"Hexahydro-1,1-dimethyl-4-methylene-1H-cyclopenta[c]furan",19901-95-2,CC1(C2CCC(=C)C2CO1)C,Benchmark,5.716898148,5.716898148,0.115185185,0.115185185,0.484145305,41.09090909,152.237,136.109,152.1201151,62,0.066103798,-0.374630157,0.374630157,0.066103798,1.545454545,2.272727273,2.909090909,16.50607377,9.851992017,2.464238559,-2.235866607,2.477731703,-2.267832554,5.144080327,0.009297558,2.387636188,2.228973522,193.0494581,8.060477932,7.391375954,7.391375954,5.110990332,4.427086244,4.427086244,4.324363493,4.324363493,3.314392238,3.314392238,2.489699529,2.489699529,-0.3,441.7126949,7.354540142,2.099553891,0.942669114,68.43600995,4.736862954,0,0,0,0,0,0,0,0,0,12.15204021,32.60702369,5.917906046,12.20793278,4.736862954,0,0,0,11.83581209,32.29016846,6.606881965,12.15204021,0,0,0,0,0,12.20793278,4.736862954,11.83581209,26.68911765,12.15204021,0,0,9.23,0,0,5.601050811,5.917906046,12.52478801,18.41474778,0,0,20.42641008,4.736862954,5.716898148,0,0,0,1.532384259,1.416666667,0,2.512523148,9.404861111,0,0.8,11,0,1,1,1,2,0,0,0,1,0,1,0,1,1,2,2,2.3776,45.385
"1,3,3-Trimethylbicyclo[2.2.1]-2-heptanone",1195-79-5,CC1(C2CCC(C2)(C1=O)C)C,Benchmark,11.81027778,11.81027778,0.006944444,-0.006944444,0.520631018,46.81818182,152.237,136.109,152.1201151,62,0.144109753,-0.298479257,0.298479257,0.144109753,1.363636364,2,2.272727273,16.14154368,9.715847457,2.582594274,-2.305674834,2.59109279,-2.347174361,5.924428635,-0.13426745,2.359855161,2.416428519,210.1577794,8.276020882,7.606918903,7.606918903,4.966979035,4.516402642,4.516402642,5.051194858,5.051194858,3.895514956,3.895514956,3.026161233,3.026161233,-0.33,384.6563912,7.326147454,1.701311023,0.692088792,68.17358985,0,5.783244946,0,0,0,0,4.794537184,0,0,0,20.7712116,25.18037091,10.82998094,0,4.794537184,5.783244946,0,0,16.74788698,40.03367647,0,0,0,0,0,0,0,5.783244946,4.794537184,16.74788698,40.03367647,0,0,0,17.07,0,4.794537184,10.82998094,11.70115099,12.84164325,6.420821623,0,0,20.7712116,0,0,0,11.81027778,0,0.056712963,1.195601852,0,3.56349537,6.373912037,0,0.9,11,0,1,2,0,2,0,0,0,1,0,1,0,2,0,2,2,2.4017,44.236
"1,3,3-Trimethyl-2-oxabicyclo[2.2.2]octane",470-82-6,CC1(C2CCC(O1)(CC2)C)C,Benchmark,6.060185185,6.060185185,0.157986111,0.157986111,0.521025526,47.72727273,154.253,136.109,154.1357652,64,0.066176403,-0.369130016,0.369130016,0.066176403,1.090909091,1.636363636,1.909090909,16.52669086,9.688270843,2.474823486,-2.535061959,2.486582361,-2.53348129,4.972061515,-0.229208421,1.83745385,2.223991853,160.9567031,8.112884175,7.814025684,7.814025684,5.019385278,4.720526787,4.720526787,4.929691518,4.929691518,3.535888693,3.535888693,2.744104673,2.744104673,-0.04,293.9926161,7.600932428,2.00703194,1.099288909,69.12561298,4.736862954,0,0,0,0,0,0,0,0,0,0,52.37240414,0,11.20210162,4.736862954,0,0,0,5.917906046,57.65659971,0,0,0,0,0,0,0,11.20210162,4.736862954,5.917906046,46.45449809,0,0,0,9.23,0,0,11.20210162,0,5.917906046,25.68328649,0,0,20.7712116,4.736862954,6.060185185,0,0,0,0.378472222,0.823449074,0,5.314675926,6.756550926,0,1,11,0,1,1,2,3,0,0,0,1,0,1,0,1,2,3,3,2.7441,45.527
"1,7,7-Trimethylbicyclo[2.2.1]-2-heptanone",76-22-2,CC1(C2CCC1(C(=O)C2)C)C,Benchmark,11.573125,11.573125,0.025462963,0.025462963,0.520631018,46.81818182,152.237,136.109,152.1201151,62,0.139098746,-0.299064289,0.299064289,0.139098746,1.363636364,2,2.181818182,16.14018962,9.704437479,2.606035461,-2.319067465,2.628827347,-2.316780352,5.887317892,-0.127754742,2.19880136,2.474151724,216.9126669,8.276020882,7.606918903,7.606918903,4.9829988,4.516402642,4.516402642,4.916693658,4.916693658,4.482763802,4.482763802,2.901465647,2.901465647,-0.33,358.4046217,7.326147454,1.701311023,0.604769179,68.17358985,0,5.783244946,0,0,0,0,4.794537184,0,0,0,20.7712116,24.17453976,11.83581209,0,4.794537184,5.783244946,0,0,16.74788698,40.03367647,0,0,0,0,0,0,0,5.783244946,4.794537184,16.74788698,40.03367647,0,0,0,17.07,0,4.794537184,10.82998094,11.70115099,12.84164325,6.420821623,0,0,20.7712116,0,0,0,11.573125,0,0.307291667,1.193287037,0,3.252222222,6.674074074,0,0.9,11,0,1,2,0,2,0,0,0,1,0,1,0,2,0,2,2,2.4017,44.236
"exo-1,7,7-Trimethylbicyclo[2.2,1]-2-heptanol",124-76-5,CC1(C2CCC1(C(C2)O)C)C,Benchmark,9.814236111,9.814236111,0.03125,-0.03125,0.56679958,53.45454545,154.253,136.109,154.1357652,64,0.060138399,-0.392529589,0.392529589,0.060138399,1.272727273,1.909090909,2.090909091,16.26932606,9.69863943,2.603256499,-2.362037715,2.647538449,-2.347143025,5.097907572,0.0126402,2.19880136,2.396254979,185.3117986,8.276020882,7.723234477,7.723234477,4.9829988,4.663847421,4.663847421,5.126253365,5.126253365,4.747957299,4.747957299,3.161512945,3.161512945,-0.04,358.4046217,7.600932428,1.820089738,0.658390521,68.8063015,5.106527395,0,0,0,0,0,0,0,0,0,20.7712116,36.01035185,0,6.103966388,5.106527395,0,0,0,16.74788698,46.13764286,0,0,0,0,0,0,0,11.21049378,0,16.74788698,40.03367647,0,0,0,20.23,0,5.106527395,11.51895686,5.414990469,12.33872767,12.84164325,0,0,20.7712116,0,0,0,0,9.814236111,0.601273148,0.780092593,0,3.575787037,6.895277778,0,1,11,1,1,2,0,2,0,0,0,1,1,1,0,2,0,2,2,2.1935,45.2358
"trans-5-Ethenyltetrahydro-α,α,5-trimethyl-2-furanmethanol",34995-77-2,CC1(CCC(O1)C(C)(C)O)C=C,Benchmark,9.685854119,9.685854119,0.055092593,-0.735347222,0.641097357,36.83333333,170.252,152.108,170.1306798,70,0.086894859,-0.387764226,0.387764226,0.086894859,1.666666667,2.25,2.5,16.5300426,9.969548204,2.398948258,-2.276335279,2.349766273,-2.370844355,5.008646385,-0.099709551,2.320951054,2.625476627,180.7678258,9.405777394,8.131482768,8.131482768,5.372938668,4.410833444,4.410833444,4.315621175,4.315621175,2.534147966,2.534147966,1.508129184,1.508129184,-0.34,417.7711897,9.745763293,2.856854871,1.874329253,74.23607485,9.843390349,0,0,0,0,0,0,0,0,6.578935684,6.076020107,33.61285484,0,17.30606801,9.843390349,0,0,0,0,50.91892285,0,12.65495579,0,0,0,0,0,22.4125954,4.736862954,0,33.61285484,12.65495579,0,0,29.46,5.601050811,5.106527395,11.7050172,0,12.84164325,0,13.8474744,12.99975731,6.578935684,4.736862954,5.694444444,0,0,9.685854119,-0.966828704,0,0,3.621412037,9.298451436,0,0.8,12,1,2,0,1,1,0,0,0,2,1,2,2,0,1,1,1,1.881,49.0068
"(3aR)-3a,6,6,9a-Tetramethyl-3aα,5aβ,9aα,9bβ-dodecahydronaphtho[2,1-b]furan",6790-58-5,CC1(CCCC2(C1CCC3(C2CCO3)C)C)C,Benchmark,6.12673989,6.12673989,0.207013889,0.207013889,0.60518862,52.94117647,236.399,208.175,236.2140155,98,0.068834099,-0.374964983,0.374964983,0.068834099,0.882352941,1.647058824,2.411764706,16.50593039,9.455058819,2.59683462,-2.598432388,2.642035106,-2.554197207,5.089845451,-0.146928826,2.595000945,1.977344799,317.4868683,12.31155479,12.0126963,12.0126963,7.885410682,7.524656571,7.524656571,7.941602414,7.941602414,6.576834693,6.576834693,5.823960416,5.823960416,-0.04,8304.003023,12.01752283,3.496894522,1.538689955,106.3094345,4.736862954,0,0,0,0,0,0,0,0,0,27.19203322,61.69363835,6.606881965,5.601050811,4.736862954,0,0,0,22.66579303,71.82092935,6.606881965,0,0,0,0,0,0,12.20793278,4.736862954,22.66579303,66.21987854,0,0,0,9.23,0,0,5.601050811,10.82998094,18.44269406,38.52492974,0,0,27.6949488,4.736862954,6.12673989,0,0,0,1.306388889,1.733194444,0,8.270113851,10.98022959,0,1,17,0,1,2,1,3,0,0,0,1,0,1,0,2,1,3,3,4.408,70.927
"1-tert-Butyl-3,5-dimethyl-2,4,6-trinitrobenzene",81-15-2,CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)[N+](=O)[O-],Benchmark,11.31055933,11.31055933,0.098981481,-0.90728647,0.620888598,11.28571429,297.267,282.147,297.0960852,114,0.289304753,-0.258284869,0.289304753,0.258284869,0.714285714,1,1.19047619,16.63880447,9.811052516,2.420516401,-2.203242945,2.464206953,-2.189318075,5.724795263,-0.405711198,2.241480608,4.166135675,618.9322145,16.69615242,12.29113053,12.29113053,9.407477288,6.016265508,6.016265508,5.692149749,5.692149749,3.192149749,3.192149749,2.433412038,2.433412038,-2.58,16667.6498,16.47428882,5.075467332,2.665530512,119.579983,0,16.69035448,0,0,17.06215882,0,30.34295481,0,0,0,20.7712116,13.8474744,5.414990469,14.76993315,14.76993315,17.06215882,0,0,0,40.03367647,0,47.03330928,0,0,17.06215882,0,0,14.76993315,5.414990469,44.19042921,37.46156607,0,0,0,129.42,37.24708244,30.34295481,16.69035448,0,0,13.8474744,20.7712116,0,0,0,0,0,31.31983135,33.73469246,-3.052147581,0,0,0,7.247623772,0,0.5,21,0,9,0,0,0,1,0,1,6,0,9,3,0,0,0,1,3.32554,74.5792
"4-tert-Butyl-2,6-dimethyl-3,5-dinitroacetophenone",81-14-1,CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)C(=O)C,Benchmark,11.75246268,11.75246268,0.053240741,-0.795986395,0.480789808,11.33333333,294.307,276.163,294.1215717,114,0.283142288,-0.294481168,0.294481168,0.283142288,0.952380952,1.285714286,1.476190476,16.633706,9.795627549,2.393967291,-2.218322509,2.439910196,-2.199841921,5.99492288,-0.396505491,2.241480608,4.166135675,615.3038176,16.69615242,12.93566864,12.93566864,9.407477288,6.381634484,6.381634484,6.017619384,6.017619384,3.401227439,3.401227439,2.700143868,2.700143868,-2.31,16667.6498,16.74350455,5.231746945,2.764467714,121.8184136,0,5.563451492,5.783244946,0,11.37477255,0,25.02317372,0,0,0,20.7712116,20.7712116,22.10534494,9.846622098,14.64115928,17.1580175,0,0,0,46.95741367,0,42.4824425,0,0,11.37477255,0,0,15.62986704,5.414990469,34.07611094,54.74329195,0,0,0,103.35,21.04485751,25.02317372,33.62857852,0,0,20.7712116,20.7712116,0,0,0,0,0,33.30807965,22.84371882,-1.008995654,-0.419760015,0,0,9.193623866,0,0.5,21,0,7,0,0,0,1,0,1,5,0,7,3,0,0,0,1,3.61994,77.9293
"2,3,6-Trimethylanisole",,CC1=C(C(=C(C=C1)C)OC)C,Benchmark,5.256574074,5.256574074,1.018518519,1.018518519,0.597612679,9.818181818,150.221,136.109,150.1044651,60,0.124430987,-0.496199465,0.496199465,0.124430987,1,1.545454545,2,16.46624731,10.05704746,2.025658316,-2.092172676,2.241278275,-1.919963277,5.438032011,0.407916381,1.988741654,3.287688772,263.8204416,8.43072142,7.562948829,7.562948829,5.16390246,3.773056038,3.773056038,2.857607028,2.857607028,2.07771336,2.07771336,1.23959949,1.23959949,-0.98,292.3450232,8.119800399,2.951611861,1.368898314,68.00471681,4.736862954,5.749511833,0,0,0,0,0,0,0,0,12.13273414,37.46156607,0,7.109797541,4.736862954,0,0,0,0,20.7712116,7.109797541,28.82308861,5.749511833,4.736862954,0,5.749511833,0,7.109797541,0,20.7712116,16.69035448,12.13273414,0,0,9.23,0,0,0,0,5.749511833,16.69035448,7.109797541,0,32.90394574,4.736862954,5.256574074,0,0,0,3.731990741,1.018518519,4.202731481,0,6.239814815,1.717037037,0.4,11,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,2.62046,47.205
2-Isopropyl-6-methylphenol,3228-04-4,CC1=C(C(=CC=C1)C(C)C)O,Benchmark,9.567962963,9.567962963,0.398055556,0.398055556,0.652274036,10.54545455,150.221,136.109,150.1044651,60,0.121428397,-0.507385342,0.507385342,0.121428397,1.272727273,1.909090909,2.363636364,16.25603926,9.998066669,2.053189952,-2.085891589,2.271209708,-1.884368915,5.403986836,0.460434264,1.939180308,3.165083157,251.0497318,8.43072142,7.256614672,7.256614672,5.125897658,3.910999407,3.910999407,3.167445262,3.167445262,1.890975853,1.890975853,1.147545103,1.147545103,-0.98,275.3636038,8.119800399,2.951611861,1.534481477,67.68540533,5.106527395,5.749511833,0,0,0,0,0,0,0,0,32.0465756,23.96854623,0,0,5.106527395,0,0,0,0,26.68911765,0,29.32600419,5.749511833,0,0,5.749511833,0,5.106527395,0,6.9237372,30.89228343,18.19910121,0,0,20.23,0,5.106527395,0,11.66741788,11.12690298,0,0,25.12283841,13.8474744,0,0,0,0,9.567962963,1.987222222,0.844814815,5.859722222,0,6.073611111,0,0.4,11,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,2.82402,46.9328
2-Chloro-6-methylanisole,,CC1=C(C(=CC=C1)Cl)OC,Benchmark,5.804645062,5.804645062,0.668981481,0.668981481,0.607648982,9.5,156.612,147.54,156.0341926,54,0.1398476,-0.49491943,0.49491943,0.1398476,1.4,2.1,2.5,35.49569111,10.20676802,2.000070766,-2.039459028,2.263008979,-1.860614922,6.316784927,0.411714263,1.880908087,3.169451192,212.4492424,7.560477932,6.018263571,6.774192517,4.753218858,3.045371608,3.423336081,2.089982046,2.497182173,1.367973814,1.665604765,0.875154262,1.174090824,-0.69,186.2099006,7.417411386,2.93035119,1.241725826,65.5780988,4.736862954,5.749511833,0,0,0,0,0,0,0,0,23.73367403,18.55355576,0,12.13243086,4.736862954,11.60093989,0,0,0,6.9237372,7.109797541,28.78518601,5.749511833,4.736862954,0,5.749511833,11.60093989,7.109797541,0,6.9237372,5.563451492,18.19910121,5.022633314,0,9.23,0,0,0,5.022633314,11.31296332,0,7.109797541,25.12283841,0,16.33780284,5.043796296,5.804645062,0,0.668981481,1.064814815,0.767746914,5.678858025,0,1.963009259,1.619259259,0.25,10,0,1,0,0,0,1,0,1,1,0,2,1,0,0,0,1,2.65702,42.741
"2,3-Dimethylphenol",526-75-0,CC1=C(C(=CC=C1)O)C,Benchmark,9.100092593,9.100092593,0.384259259,0.384259259,0.557704396,9.555555556,122.167,112.087,122.0731649,48,0.118245005,-0.507676816,0.507676816,0.118245005,1.222222222,1.888888889,2.333333333,16.25531507,10.11166803,1.940430519,-1.989339345,2.171012584,-1.778497156,5.362199989,0.470321042,1.828958585,3.247834734,195.5576621,6.853371151,5.679264403,5.679264403,4.215214055,2.967623734,2.967623734,2.219036536,2.219036536,1.576036823,1.576036823,0.735607771,0.735607771,-0.98,109.7375151,6.144688279,2.094917408,1.043572384,54.9555211,5.106527395,5.749511833,0,0,0,0,0,0,0,0,12.13273414,31.04074445,0,0,5.106527395,0,0,0,0,13.8474744,0,29.32600419,5.749511833,0,0,5.749511833,0,5.106527395,0,13.8474744,11.12690298,18.19910121,0,0,20.23,0,0,0,5.749511833,11.12690298,0,6.066367068,25.98020854,0,5.106527395,0,0,0,9.100092593,2.104166667,0.384259259,5.52287037,0,3.888611111,0,0.25,9,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,2.00904,37.5808
"2,3-Dihydro-3,5-dihydroxy-6-methyl-4H-pyran-4-one",28564-83-2,CC1=C(C(=O)C(CO1)O)O,Benchmark,10.69763889,10.69763889,0.060787037,-1.204907407,0.491034272,26.6,144.126,136.062,144.0422587,56,0.23199873,-0.50197983,0.50197983,0.23199873,1.7,2.3,2.8,16.50274365,10.1398236,2.265259799,-2.171657869,2.12031369,-2.31635862,5.970140329,-0.130832491,1.932160173,2.882005964,193.9244972,7.723614639,5.495380822,5.495380822,4.625897658,2.875652538,2.875652538,2.095845796,2.095845796,1.327229443,1.327229443,0.67929397,0.67929397,-1.03,171.9622554,7.08148272,2.301674602,0.974028373,57.73206225,14.94991774,12.36604684,11.86313126,5.783244946,0,0,4.794537184,0,0,0,0,6.9237372,0,0,19.74445493,5.783244946,0,0,0,13.02770359,6.606881965,11.51832974,0,0,0,0,0,28.70714809,9.531400138,0,6.9237372,11.51832974,0,0,66.76,17.64637621,4.794537184,12.36604684,0,0,6.9237372,0,0,0,14.94991774,4.731527778,0,10.69763889,17.65888889,0,-0.96037037,0,-1.204907407,1.410555556,0,0.5,10,2,4,0,1,1,0,0,0,4,2,4,0,0,0,0,1,-0.2639,32.2946
3-Hydroxy-2-methyl-4-pyrone,118-71-8,CC1=C(C(=O)C=CO1)O,Benchmark,10.52981481,10.52981481,0.252314815,-0.403935185,0.554938716,9.444444444,126.111,120.063,126.0316941,48,0.226268568,-0.501796197,0.501796197,0.226268568,1.666666667,2.333333333,2.777777778,16.35058426,10.36776561,1.982407289,-1.906704705,2.056994978,-1.968199201,5.199906561,0.411428348,1.828958585,3.425731216,261.2506373,6.853371151,4.918410715,4.918410715,4.215214055,2.489565817,2.489565817,1.689644346,1.689644346,1.031105244,1.031105244,0.506126731,0.506126731,-1.25,109.7375151,5.879032258,1.931179016,0.936851211,51.55691791,9.523678332,5.760247419,0,11.17830223,0,0,4.794537184,0,0,0,0,6.9237372,6.066367068,6.263162996,9.523678332,0,0,0,0,6.9237372,0,28.31310506,5.749511833,5.428790392,0,5.749511833,0,5.106527395,0,6.9237372,5.760247419,21.54121819,0,0,50.44,5.428790392,4.794537184,11.50975925,0,0,19.25326726,0,0,4.417150937,5.106527395,4.688703704,0,10.52981481,8.800046296,-0.403935185,-0.055555556,1.168981481,1.247407407,1.524537037,0,0.166666667,9,1,3,0,0,0,0,1,1,3,1,3,0,0,0,0,1,0.65382,31.3798
2-Hydroxy-3-methyl-2-cyclopenten-1-one,80-71-7,CC1=C(C(=O)CC1)O,Benchmark,10.47662037,10.47662037,0.009259259,-0.108796296,0.510550084,20.375,112.128,104.064,112.0524295,44,0.196859014,-0.504398523,0.504398523,0.196859014,1.5,2.125,2.25,16.27342827,10.26381511,2.173720661,-1.85289267,2.184545003,-1.922700129,5.956373232,-0.116634176,1.984343479,2.864887659,155.9114705,6.14626437,4.769675448,4.769675448,3.715214055,2.634837724,2.634837724,2.052113219,2.052113219,1.395430633,1.395430633,0.775838211,0.775838211,-0.79,75.4050522,5.348696255,1.617020637,0.619399124,47.82428327,5.106527395,0,11.54240982,0,0,0,4.794537184,0,0,0,0,18.91766335,6.420821623,0,9.901064579,5.783244946,0,0,0,19.76538045,0,11.3322694,0,0,0,0,0,10.88977234,4.794537184,0,19.76538045,11.3322694,0,0,37.3,0,4.794537184,11.54240982,6.420821623,11.99392615,0,6.9237372,0,0,5.106527395,0,0,10.47662037,8.796296296,0.828703704,-0.118055556,0,1.238425926,1.778009259,0,0.5,8,1,2,1,0,1,0,0,0,2,1,2,0,0,0,0,1,1.1813,29.5698
4-Hydroxy-5-methyl-3(2H)-furanone,19332-27-1,CC1=C(C(=O)CO1)O,Benchmark,10.35162037,10.35162037,0.002314815,-0.331018519,0.494681313,19.375,114.1,108.052,114.0316941,44,0.237383778,-0.501958151,0.501958151,0.237383778,1.75,2.375,2.5,16.4999596,10.34464533,2.192977837,-1.876914661,2.104210578,-1.987237496,5.95688926,-0.117968905,1.984343479,2.864887659,157.0567175,6.14626437,4.470816958,4.470816958,3.715214055,2.274083613,2.274083613,1.616644485,1.616644485,1.017367337,1.017367337,0.506855965,0.506855965,-0.99,75.4050522,5.152653352,1.505503498,0.558522221,46.57288638,9.843390349,5.759164872,6.606881965,11.54240982,0,0,4.794537184,0,0,0,0,6.9237372,0,0,14.63792753,5.783244946,0,0,0,6.9237372,6.606881965,11.51832974,0,0,0,0,0,17.49665431,9.531400138,0,6.9237372,11.51832974,0,0,46.53,0,4.794537184,18.14929178,5.759164872,0,0,6.9237372,0,4.736862954,5.106527395,4.657407407,0,10.35162037,8.671296296,0,-0.233796296,0,0,1.553472222,0,0.4,8,1,3,0,1,1,0,0,0,3,1,3,0,0,0,0,1,0.3752,26.2878
